project,sentence,component,component_id,gold,approach_runs,approach_forms,noknow_runs,artemis_runs,swattr,surface,matched,text
teammates,174,Common,_zUmhEKESEeu-mYqkDskRow,1,3,full_name,3,2,1,canonical,Common,x.datatransfer contains component test cases for testing the datatransfer objects from the Common component.
teammates,175,Common,_zUmhEKESEeu-mYqkDskRow,1,3,full_name,3,2,1,canonical,Common,x.util contains component test cases for testing the utility classes from the Common component.
teammates,176,Logic,_3LCnIKESEeu-mYqkDskRow,1,3,full_name,3,3,1,canonical,Logic,x.logic contains component test cases for testing the Logic component.
teammates,177,Storage,_9JlCIKESEeu-mYqkDskRow,1,3,full_name,3,3,1,canonical,Storage,x.storage contains component test cases for testing the Storage component.
teammates,182,UI,_1lMqsKESEeu-mYqkDskRow,0,3,full_name,0,0,0,alias,front-end,Front-end files (particularly TypeScript) are tested separately with Jest.
teammates,185,Logic,_3LCnIKESEeu-mYqkDskRow,1,0,,0,0,1,canonical,Logic,The E2E component has no knowledge of the internal workings of the application and can only interact either with Web browser as a whole application or REST API calls for the back-end logic.
teammates,185,E2E,_EIoe8KETEeu-mYqkDskRow,1,3,full_name,3,3,1,canonical,E2E,The E2E component has no knowledge of the internal workings of the application and can only interact either with Web browser as a whole application or REST API calls for the back-end logic.
teammates,186,E2E,_EIoe8KETEeu-mYqkDskRow,1,3,full_name,3,2,1,canonical,E2E,Its primary function is for E2E tests and L&P (Load & Performance) tests.
teammates,187,E2E,_EIoe8KETEeu-mYqkDskRow,0,0,,0,0,1,canonical,E2E,"Package overview contains e2e.util, e2e.pageobjects, e2e.cases, x.util, x.e2e, x.lnp."
teammates,188,E2E,_EIoe8KETEeu-mYqkDskRow,0,0,,0,2,1,canonical,E2E,e2e.util contains helpers needed for running E2E tests.
teammates,189,E2E,_EIoe8KETEeu-mYqkDskRow,0,0,,0,0,1,canonical,E2E,e2e.pageobjects contains abstractions of the pages as they appear on a Browser (i.e. SUTs).
teammates,190,E2E,_EIoe8KETEeu-mYqkDskRow,0,0,,0,0,1,canonical,E2E,e2e.cases contains test cases.
teammates,192,E2E,_EIoe8KETEeu-mYqkDskRow,0,0,,0,1,0,canonical,E2E,x.e2e contains system test cases for testing the application as a whole.
teammates,194,Client,_GaP8QKETEeu-mYqkDskRow,1,3,full_name,3,3,1,canonical,Client,"The Client component contains scripts that can connect directly to the application back-end for administrative purposes, such as migrating data to a new schema and calculating statistics."
teammates,195,Client,_GaP8QKETEeu-mYqkDskRow,0,0,,0,0,1,canonical,Client,"Package overview contains client.util, client.remoteapi, client.scripts."
teammates,196,Client,_GaP8QKETEeu-mYqkDskRow,0,3,full_name,0,0,1,canonical,Client,client.util contains helpers needed for client scripts.
teammates,197,Logic,_3LCnIKESEeu-mYqkDskRow,0,3,full_name,0,0,0,alias,back end,client.remoteapi classes needed to connect to the back end directly.
teammates,197,Client,_GaP8QKETEeu-mYqkDskRow,0,0,,0,0,1,canonical,Client,client.remoteapi classes needed to connect to the back end directly.
teammates,198,Logic,_3LCnIKESEeu-mYqkDskRow,0,3,full_name,0,0,0,alias,back end,client.scripts scripts that deal with the back end data for administrative purposes.
teammates,198,Client,_GaP8QKETEeu-mYqkDskRow,0,0,,0,0,1,canonical,Client,client.scripts scripts that deal with the back end data for administrative purposes.
bigbluebutton,4,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Client,HTML5 client.
bigbluebutton,5,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Client,"The HTML5 client is a single page, responsive web application that is built upon the following components, React.js for rendering the user interface in an efficient manner, WebRTC for sending/receiving audio and video."
bigbluebutton,5,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,0,0,,0,0,1,partial_d,webrtc,"The HTML5 client is a single page, responsive web application that is built upon the following components, React.js for rendering the user interface in an efficient manner, WebRTC for sending/receiving audio and video."
bigbluebutton,6,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Client,"The HTML5 client connects directly with the BigBlueButton server over port 443 (SSL), from loading the BigBlueButton client to making a web socket connection."
bigbluebutton,6,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,0,,2,0,1,partial_d,html5,"The HTML5 client connects directly with the BigBlueButton server over port 443 (SSL), from loading the BigBlueButton client to making a web socket connection."
bigbluebutton,8,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Server,The HTML5 server sits behind nginx.
bigbluebutton,9,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,2,0,partial_d,html5,The HTML5 server is built upon Meteor.js in ECMA2015 for communication between client and server and upon MongoDB for keeping the state of each BigBlueButton client consistent with the BigBlueButton server.
bigbluebutton,9,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Server,The HTML5 server is built upon Meteor.js in ECMA2015 for communication between client and server and upon MongoDB for keeping the state of each BigBlueButton client consistent with the BigBlueButton server.
bigbluebutton,10,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,0,0,partial_g,client,"The MongoDB database contains information about all meetings on the server and, in turn, each client connected to a meeting."
bigbluebutton,10,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,partial_name,2,0,1,partial_g,server,"The MongoDB database contains information about all meetings on the server and, in turn, each client connected to a meeting."
bigbluebutton,11,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,1,0,partial_g,client,"Each user's client is only aware of the their meeting's state, such the user's public and private chat messages sent and received."
bigbluebutton,12,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,1,0,partial_g,client,The client side subscribes to the published collections on the server side.
bigbluebutton,12,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,partial_name,3,0,1,partial_g,server,The client side subscribes to the published collections on the server side.
bigbluebutton,13,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,1,0,partial_g,client,Updates to MongoDB on the server side are automatically pushed to MiniMongo on the client side.
bigbluebutton,13,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,partial_name,3,0,1,partial_g,server,Updates to MongoDB on the server side are automatically pushed to MiniMongo on the client side.
bigbluebutton,14,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Client,The following diagram gives an overview of the architecture of the HTML5 client and its communications with the other components in BigBlueButton.
bigbluebutton,15,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,HTML5 Server,Scalability of HTML5 server component.
bigbluebutton,16,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,0,3,partial_name,3,0,0,partial_g,client,BigBlueButton 2.2 used a single nodejs process for all client-side communication.
bigbluebutton,16,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,0,0,,0,1,0,none,,BigBlueButton 2.2 used a single nodejs process for all client-side communication.
bigbluebutton,17,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,0,0,,0,1,0,none,,"This process would start to bottleneck (the nodejs process, running on a single CPU core, started to use 100% of the core)."
bigbluebutton,18,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,0,1,partial_name,1,1,1,partial_g,server,"Because nodejs was running on a single CPU core, having a 16 or 32 CPU core server for BigBlueButton 2.2 failed to yield much additional scalability."
bigbluebutton,19,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,0,0,partial_d,html5,BigBlueButton 2.3 moves away from a single nodejs process for bbb-html5 towards multiple nodejs processes handling incoming messages from clients.
bigbluebutton,19,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,0,3,0,alias,bbb-html5,BigBlueButton 2.3 moves away from a single nodejs process for bbb-html5 towards multiple nodejs processes handling incoming messages from clients.
bigbluebutton,20,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,0,3,0,alias,bbb-html5,This means that bbb-html5 could use multiple CPU cores for processing messages and handling browser sessions (each nodejs process runs on a single CPU core).
bigbluebutton,21,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,3,full_name,0,3,0,alias,bbb-html5,"As of 2.3-alpha-7, bbb-html5 uses 2 ""frontend"" and two ""backend"" processes (this value is configurable in bbb-html5-with-roles.conf, see Configuration Files)."
bigbluebutton,26,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,full_name,3,2,1,canonical,Apps,Frontends receive other DDP events including method calls to send events to akka-apps.
bigbluebutton,30,BBB web,_4yx-8FkHEeyewPSmlgszyA,1,2,partial_name,3,3,1,canonical,BBB web,"If more than one backend is running, bbb-web splits the load in round-robin fashion by assigning an instanceId."
bigbluebutton,30,kurento,_oN4CMFkHEeyewPSmlgszyA,0,0,,0,3,0,none,,"If more than one backend is running, bbb-web splits the load in round-robin fashion by assigning an instanceId."
bigbluebutton,36,BBB web,_4yx-8FkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,BBB web,BBB web.
bigbluebutton,37,BBB web,_4yx-8FkHEeyewPSmlgszyA,1,3,full_name,3,3,0,alias,BigBlueButton web application,BigBlueButton web application is a Java-based application written in Scala.
bigbluebutton,38,BBB web,_4yx-8FkHEeyewPSmlgszyA,1,3,coreference,0,3,0,none,,It implements the BigBlueButton API and holds a copy of the meeting state.
bigbluebutton,39,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,0,,0,0,1,partial_g,server,The BigBlueButton API provides a third-party integration (such as the BigBlueButtonBN plugin for Moodle) with an endpoint to control the BigBlueButton server.
bigbluebutton,42,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,0,0,,0,3,0,none,,BigBlueButton comes with its own front-end called Greenlight.
bigbluebutton,46,Redis PubSub,_6sergFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Redis PubSub,Redis PubSub.
bigbluebutton,47,Redis PubSub,_6sergFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Redis PubSub,Redis PubSub provides a communication channel between different applications running on the BigBlueButton server.
bigbluebutton,47,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,0,,0,0,1,partial_g,server,Redis PubSub provides a communication channel between different applications running on the BigBlueButton server.
bigbluebutton,48,Redis DB,_RDHFIFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,Redis DB,Redis DB.
bigbluebutton,49,Redis DB,_RDHFIFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,Redis DB,"When a meeting is recorded, all events are stored in Redis DB."
bigbluebutton,50,Recording Service,_kvWs4FkHEeyewPSmlgszyA,0,3,full_name,0,0,0,alias,Recording Processor,"When the meeting ends, the Recording Processor will take all the recorded events as well as the different raw (PDF, WAV, FLV) files for processing."
bigbluebutton,51,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Apps,Apps akka.
bigbluebutton,52,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Apps,BigBlueButton Apps is the main application that pulls together the different applications to provide real-time collaboration in the meeting.
bigbluebutton,53,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,0,,0,2,0,none,,"It provides the list of users, chat, whiteboard, presentations in a meeting."
bigbluebutton,53,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,coreference,3,3,0,none,,"It provides the list of users, chat, whiteboard, presentations in a meeting."
bigbluebutton,54,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Apps,Below is a diagram of the different components of Apps Akka.
bigbluebutton,57,FSESL,_9wZIcFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,FSESL,FSESL akka.
bigbluebutton,57,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,0,0,,0,1,0,none,,FSESL akka.
bigbluebutton,58,FSESL,_9wZIcFkHEeyewPSmlgszyA,0,0,,0,3,0,none,,We have extracted out the component that integrates with FreeSWITCH into it’s own application.
bigbluebutton,58,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,2,1,canonical,FreeSWITCH,We have extracted out the component that integrates with FreeSWITCH into it’s own application.
bigbluebutton,59,FSESL,_9wZIcFkHEeyewPSmlgszyA,0,0,,0,3,0,none,,This allows others who are using voice conference systems other than FreeSWITCH to easily create their own integration.
bigbluebutton,59,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,2,1,canonical,FreeSWITCH,This allows others who are using voice conference systems other than FreeSWITCH to easily create their own integration.
bigbluebutton,60,Redis PubSub,_6sergFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Redis PubSub,Communication between apps and FreeSWITCH Event Socket Layer (fsels) uses messages through redis pubsub.
bigbluebutton,60,FSESL,_9wZIcFkHEeyewPSmlgszyA,1,3,full_name,1,2,0,alias,FreeSWITCH Event Socket Layer,Communication between apps and FreeSWITCH Event Socket Layer (fsels) uses messages through redis pubsub.
bigbluebutton,60,Apps,_XuNf4FkJEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Apps,Communication between apps and FreeSWITCH Event Socket Layer (fsels) uses messages through redis pubsub.
bigbluebutton,60,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,0,2,full_name,3,2,1,canonical,FreeSWITCH,Communication between apps and FreeSWITCH Event Socket Layer (fsels) uses messages through redis pubsub.
bigbluebutton,61,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,FreeSWITCH,FreeSWITCH.
bigbluebutton,62,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,FreeSWITCH,We think FreeSWITCH is an amazing piece of software for handling audio.
bigbluebutton,63,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,FreeSWITCH,FreeSWITCH provides the voice conferencing capability in BigBlueButton.
bigbluebutton,65,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,1,0,,0,0,1,partial_d,webrtc,Users joining through Google Chrome or Mozilla Firefox are able to take advantage of higher quality audio by connecting using WebRTC.
bigbluebutton,66,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,FreeSWITCH,FreeSWITCH can also be integrated with VOIP providers so that users who are not able to join using the headset will be able to call in using their phone.
bigbluebutton,67,kurento,_oN4CMFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,kurento,Kurento and WebRTC-SFU.
bigbluebutton,67,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,WebRTC-SFU,Kurento and WebRTC-SFU.
bigbluebutton,68,kurento,_oN4CMFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,kurento,Kurento Media Server KMS is a media server that implements both SFU and MCU models.
bigbluebutton,68,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,0,0,,0,0,1,partial_g,server,Kurento Media Server KMS is a media server that implements both SFU and MCU models.
bigbluebutton,69,kurento,_oN4CMFkHEeyewPSmlgszyA,1,3,full_name,3,0,0,alias,KMS,"KMS is responsible for streaming of webcams, listen-only audio, and screensharing."
bigbluebutton,70,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,1,3,full_name,3,0,1,canonical,WebRTC-SFU,The WebRTC-SFU acts as the media controller handling negotiations and to manage the media streams.
bigbluebutton,72,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,full_name,3,3,0,canonical,HTML5 Client,A user can join the voice conference (running in FreeSWITCH) from the BigBlueButton HTML5 client or through the phone.
bigbluebutton,72,FreeSWITCH,_nwrCMFwPEeyiuNx_RO7j-Q,1,3,full_name,3,3,1,canonical,FreeSWITCH,A user can join the voice conference (running in FreeSWITCH) from the BigBlueButton HTML5 client or through the phone.
bigbluebutton,73,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,3,0,partial_g,client,"When joining through the client, the user can choose to join Microphone or Listen Only, and the BigBlueButton client will make an audio connection to the server via WebRTC."
bigbluebutton,73,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,1,0,,0,0,1,partial_d,webrtc,"When joining through the client, the user can choose to join Microphone or Listen Only, and the BigBlueButton client will make an audio connection to the server via WebRTC."
bigbluebutton,73,HTML5 Server,_yGgUMFkHEeyewPSmlgszyA,1,0,,0,0,1,partial_g,server,"When joining through the client, the user can choose to join Microphone or Listen Only, and the BigBlueButton client will make an audio connection to the server via WebRTC."
bigbluebutton,74,WebRTC-SFU,_s0aIcFkHEeyewPSmlgszyA,0,0,,0,0,1,partial_d,webrtc,WebRTC provides the user with high-quality audio with lower delay.
bigbluebutton,76,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,1,0,partial_g,client,Uploaded presentations go through a conversion process in order to be displayed inside the client.
bigbluebutton,76,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,3,partial_name,1,2,0,partial_d,conversion,Uploaded presentations go through a conversion process in order to be displayed inside the client.
bigbluebutton,78,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,0,,0,2,0,none,,The PDF document is then converted into scalable vector graphics (SVG) via bbb-web.
bigbluebutton,78,BBB web,_4yx-8FkHEeyewPSmlgszyA,1,3,partial_name,1,3,1,canonical,BBB web,The PDF document is then converted into scalable vector graphics (SVG) via bbb-web.
bigbluebutton,79,HTML5 Client,_0e5u8FkHEeyewPSmlgszyA,1,3,partial_name,3,1,0,partial_g,client,The conversion process sends progress messages to the client through the Redis pubsub.
bigbluebutton,79,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,3,partial_name,3,2,0,partial_d,conversion,The conversion process sends progress messages to the client through the Redis pubsub.
bigbluebutton,79,Redis PubSub,_6sergFkHEeyewPSmlgszyA,1,3,full_name,3,3,1,canonical,Redis PubSub,The conversion process sends progress messages to the client through the Redis pubsub.
bigbluebutton,80,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,1,3,full_name,3,2,1,canonical,Presentation Conversion,Presentation conversion flow.
bigbluebutton,81,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,1,3,full_name,3,2,1,canonical,Presentation Conversion,The diagram below describes the flow of the presentation conversion.
bigbluebutton,82,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,3,partial_name,0,2,0,partial_d,conversion,"We take in consideration the configuration for enabling and disabling SWF, SVG and PNG conversion."
bigbluebutton,83,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,3,partial_name,0,2,0,partial_d,conversion,Then below the SVG conversion flow.
bigbluebutton,84,Presentation Conversion,_2BgxMFkHEeyewPSmlgszyA,0,3,partial_name,1,2,0,partial_d,conversion,It covers the conversion fallback.
jabref,1,gui,_Coy0kEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,gui,"We have been successfully transitioning from a spaghetti to a more structured architecture with the model in the center, and the logic as an intermediate layer towards the gui which is the outer shell."
jabref,1,logic,_He3LoEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,logic,"We have been successfully transitioning from a spaghetti to a more structured architecture with the model in the center, and the logic as an intermediate layer towards the gui which is the outer shell."
jabref,1,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,"We have been successfully transitioning from a spaghetti to a more structured architecture with the model in the center, and the logic as an intermediate layer towards the gui which is the outer shell."
jabref,2,cli,_EBiwMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,cli,There are additional utility packages for preferences and the cli.
jabref,2,preferences,_NUdtEEl4Ee243f2e4VWs6w,1,3,full_name,3,2,1,canonical,preferences,There are additional utility packages for preferences and the cli.
jabref,3,model,_MFIzMEl4Ee243f2e4VWs6w,0,2,coreference,1,3,0,none,,The dependencies are only directed towards the center.
jabref,4,gui,_Coy0kEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,gui,"We have JUnit tests to detect violations of the most crucial dependencies (between logic, model, and gui), and the build will fail automatically in these cases."
jabref,4,logic,_He3LoEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,logic,"We have JUnit tests to detect violations of the most crucial dependencies (between logic, model, and gui), and the build will fail automatically in these cases."
jabref,4,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,"We have JUnit tests to detect violations of the most crucial dependencies (between logic, model, and gui), and the build will fail automatically in these cases."
jabref,5,logic,_He3LoEl4Ee243f2e4VWs6w,0,1,full_name,3,0,1,canonical,logic,"The model represents the most important data structures (BibDatases, BibEntries, Events, and related aspects) and has only a little bit of logic attached."
jabref,5,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,"The model represents the most important data structures (BibDatases, BibEntries, Events, and related aspects) and has only a little bit of logic attached."
jabref,6,gui,_Coy0kEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,gui,"The logic is responsible for reading/writing/importing/exporting and manipulating the model, and it is structured often as an API the gui can call and use."
jabref,6,logic,_He3LoEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,logic,"The logic is responsible for reading/writing/importing/exporting and manipulating the model, and it is structured often as an API the gui can call and use."
jabref,6,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,"The logic is responsible for reading/writing/importing/exporting and manipulating the model, and it is structured often as an API the gui can call and use."
jabref,7,gui,_Coy0kEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,gui,Only the gui knows the user and his preferences and can interact with him to help him solve tasks.
jabref,7,preferences,_NUdtEEl4Ee243f2e4VWs6w,0,0,,0,2,1,canonical,preferences,Only the gui knows the user and his preferences and can interact with him to help him solve tasks.
jabref,8,gui,_Coy0kEl4Ee243f2e4VWs6w,0,0,,0,2,0,none,,"For each layer, we form packages according to their responsibility, i.e., vertical structuring."
jabref,8,logic,_He3LoEl4Ee243f2e4VWs6w,0,0,,0,2,0,none,,"For each layer, we form packages according to their responsibility, i.e., vertical structuring."
jabref,8,model,_MFIzMEl4Ee243f2e4VWs6w,0,0,,0,2,0,none,,"For each layer, we form packages according to their responsibility, i.e., vertical structuring."
jabref,9,logic,_He3LoEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,logic,The model should have no dependencies to other classes of JabRef and the logic should only depend on model classes.
jabref,9,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,The model should have no dependencies to other classes of JabRef and the logic should only depend on model classes.
jabref,10,cli,_EBiwMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,cli,The cli package bundles classes that are responsible for JabRef’s command line interface.
jabref,11,preferences,_NUdtEEl4Ee243f2e4VWs6w,1,3,full_name,3,2,1,canonical,preferences,The preferences represents all information customizable by a user for her personal needs.
jabref,12,model,_MFIzMEl4Ee243f2e4VWs6w,1,3,full_name,3,3,1,canonical,model,We use an event bus to publish events from the model to the other layers.
