sentence,crate,tier,consistency,crateview,openai_gpt-5.6-terra,claude_cli_sonnet,sym,anchor,cochange
685,rustc_span,gold,1.0,1,A,A,1,0,0
686,rustc_span,gold,1.0,1,A,A,1,0,0
687,rustc_hir_id,gold,1.0,1,A,A,1,0,0
688,rustc_span,gold,1.0,1,A,A,1,0,0
689,rustc_span,gold,1.0,1,A,A,1,0,0
690,rustc_hir_id,gold,1.0,1,A,A,1,0,0
691,rustc_hir_id,gold,1.0,1,A,A,0,0,0
692,rustc_hir_id,gold,1.0,1,A,A,0,0,0
693,rustc_hir_id,gold,1.0,1,A,A,1,0,0
694,rustc_hir,gold,1.0,1,A,A,1,1,0
695,rustc_hir,gold,1.0,1,A,A,0,1,0
697,rustc_middle,gold,1.0,1,A,A,1,0,1
698,rustc_middle,gold,1.0,1,A,A,1,0,0
699,rustc_middle,gold,1.0,1,A,A,0,0,1
700,rustc_middle,gold,1.0,1,A,A,0,1,0
701,rustc_middle,gold,1.0,1,A,A,0,0,0
702,rustc_middle,gold,1.0,1,A,A,0,1,1
703,rustc_hir,gold,0.6666666666666666,1,A,A,1,1,0
704,rustc_hir,gold,0.6666666666666666,1,A,A,0,0,0
705,rustc_middle,gold,1.0,1,A,A,1,1,0
706,rustc_middle,gold,1.0,1,A,A,0,1,1
707,rustc_hir,gold,1.0,1,A,A,1,1,0
710,rustc_middle,gold,1.0,1,A,A,1,1,1
711,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
712,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
713,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
714,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
715,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
716,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
717,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
718,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
719,rustc_ast_lowering,gold,1.0,1,A,A,0,1,0
720,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
721,rustc_passes,gold,1.0,1,A,A,0,1,0
722,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
723,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
724,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
725,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
726,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
727,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
728,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
729,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
730,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
731,rustc_resolve,gold,1.0,0,A,A,0,0,0
732,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
733,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
734,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
734,rustc_resolve,gold,1.0,0,A,A,1,0,0
735,rustc_resolve,gold,1.0,0,A,A,0,0,0
736,rustc_middle,gold,1.0,1,A,A,0,0,0
737,rustc_hir_typeck,gold,1.0,0,A,A,0,0,0
737,rustc_mir_build,gold,1.0,1,A,A,0,0,0
737,rustc_pattern_analysis,gold,0.6666666666666666,0,A,A,0,0,0
738,rustc_middle,gold,1.0,1,A,A,0,0,0
739,rustc_middle,gold,1.0,1,A,A,0,0,0
742,rustc_middle,gold,1.0,1,A,A,0,0,0
749,rustc_mir_build,gold,1.0,1,A,A,1,1,0
750,rustc_mir_build,gold,1.0,1,A,A,1,0,0
751,rustc_arena,gold,1.0,1,A,A,0,0,0
752,rustc_mir_build,gold,1.0,1,A,A,0,0,0
755,rustc_middle,gold,1.0,1,A,A,0,0,0
758,rustc_borrowck,gold,1.0,1,A,A,0,0,0
758,rustc_middle,gold,1.0,0,A,A,0,0,0
758,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
760,rustc_middle,gold,1.0,1,A,A,0,1,0
760,rustc_mir_build,gold,1.0,1,A,A,0,1,0
760,rustc_mir_dataflow,gold,1.0,1,A,A,0,1,0
760,rustc_mir_transform,gold,1.0,1,A,A,0,1,0
761,rustc_middle,gold,1.0,1,A,A,0,0,0
762,rustc_middle,gold,1.0,1,A,A,0,0,0
763,rustc_middle,gold,1.0,1,A,A,0,0,0
764,rustc_middle,gold,1.0,1,A,A,0,0,0
765,rustc_middle,gold,1.0,1,A,A,0,0,0
766,rustc_middle,gold,1.0,1,A,A,0,0,0
767,rustc_middle,gold,1.0,1,A,A,0,0,0
770,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
771,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
772,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
773,rustc_driver_impl,gold,1.0,0,A,A,0,0,0
775,rustc_middle,gold,1.0,1,A,A,0,0,0
776,rustc_middle,gold,1.0,1,A,A,0,0,0
777,rustc_middle,gold,1.0,1,A,A,0,0,0
778,rustc_middle,gold,1.0,1,A,A,0,0,0
779,rustc_middle,gold,1.0,1,A,A,0,0,0
780,rustc_middle,gold,1.0,1,A,A,0,0,0
781,rustc_middle,gold,1.0,1,A,A,0,0,0
782,rustc_codegen_llvm,gold,1.0,1,A,A,0,0,0
783,rustc_middle,gold,1.0,1,A,A,0,0,0
784,rustc_middle,gold,1.0,1,A,A,0,0,0
785,rustc_middle,gold,1.0,1,A,A,0,0,0
786,rustc_middle,gold,1.0,1,A,A,0,0,0
787,rustc_middle,gold,1.0,1,A,A,0,0,0
788,rustc_middle,gold,1.0,1,A,A,0,0,0
789,rustc_middle,gold,1.0,1,A,A,0,1,0
791,rustc_middle,gold,1.0,1,A,A,1,1,0
792,rustc_middle,gold,1.0,1,A,A,1,1,0
793,rustc_middle,gold,1.0,1,A,A,1,1,0
794,rustc_middle,gold,1.0,1,A,A,0,1,0
795,rustc_middle,gold,1.0,1,A,A,1,1,0
796,rustc_middle,gold,1.0,1,A,A,1,1,0
797,rustc_middle,gold,1.0,1,A,A,1,1,0
798,rustc_middle,gold,1.0,1,A,A,0,0,0
799,rustc_middle,gold,1.0,1,A,A,0,0,0
802,rustc_middle,gold,1.0,1,A,A,1,0,0
804,rustc_middle,gold,1.0,1,A,A,0,0,0
806,rustc_const_eval,gold,1.0,1,A,A,0,0,0
807,rustc_middle,gold,1.0,1,A,A,0,0,0
809,rustc_middle,gold,1.0,1,A,A,1,0,0
810,rustc_middle,gold,1.0,1,A,A,0,0,0
811,rustc_middle,gold,1.0,1,A,A,0,0,0
812,rustc_middle,gold,1.0,1,A,A,1,0,0
813,rustc_middle,gold,1.0,1,A,A,0,0,0
814,rustc_middle,gold,1.0,1,A,A,0,0,0
815,rustc_middle,gold,1.0,1,A,A,1,0,0
816,rustc_middle,gold,1.0,1,A,A,1,0,0
818,rustc_middle,gold,1.0,1,A,A,0,0,0
819,rustc_middle,gold,1.0,1,A,A,0,0,0
820,rustc_middle,gold,1.0,1,A,A,0,0,0
821,rustc_middle,gold,0.3333333333333333,1,A,A,0,0,0
822,rustc_middle,gold,1.0,1,A,A,0,0,0
823,rustc_const_eval,gold,1.0,0,A,A,0,0,0
824,rustc_codegen_ssa,gold,0.6666666666666666,0,A,A,0,0,0
825,rustc_middle,gold,1.0,1,A,A,1,0,0
826,rustc_middle,gold,1.0,1,A,A,0,0,0
828,rustc_mir_build,gold,1.0,1,A,A,0,0,0
829,rustc_mir_build,gold,1.0,1,A,A,0,1,0
830,rustc_mir_build,gold,1.0,1,A,A,0,0,0
831,rustc_mir_build,gold,1.0,1,A,A,0,0,0
832,rustc_mir_build,gold,1.0,1,A,A,0,0,0
833,rustc_mir_build,gold,1.0,1,A,A,0,0,0
834,rustc_mir_build,gold,1.0,1,A,A,0,0,0
835,rustc_mir_build,gold,1.0,1,A,A,0,0,0
836,rustc_mir_build,gold,1.0,1,A,A,0,0,0
837,rustc_mir_build,gold,1.0,1,A,A,0,0,0
838,rustc_mir_build,gold,1.0,1,A,A,0,0,0
839,rustc_mir_build,gold,1.0,1,A,A,0,0,0
840,rustc_mir_build,gold,1.0,1,A,A,0,0,0
841,rustc_mir_build,gold,1.0,1,A,A,0,0,0
842,rustc_mir_build,gold,1.0,1,A,A,0,0,0
843,rustc_mir_build,gold,1.0,1,A,A,0,0,0
844,rustc_mir_build,gold,1.0,1,A,A,1,0,0
845,rustc_mir_build,gold,1.0,1,A,A,0,0,0
846,rustc_mir_build,gold,1.0,1,A,A,0,0,0
847,rustc_mir_build,gold,1.0,1,A,A,0,0,0
858,rustc_mir_build,gold,1.0,1,A,A,0,0,0
859,rustc_mir_build,gold,1.0,1,A,A,0,0,0
860,rustc_mir_build,gold,1.0,1,A,A,0,0,0
861,rustc_mir_build,gold,1.0,1,A,A,0,0,0
862,rustc_mir_build,gold,1.0,1,A,A,0,0,0
863,rustc_mir_build,gold,1.0,1,A,A,0,0,0
864,rustc_mir_build,gold,1.0,1,A,A,0,0,0
865,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
866,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
867,rustc_metadata,gold,1.0,0,A,A,0,0,0
868,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
869,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
872,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
873,rustc_borrowck,gold,1.0,1,A,A,0,0,0
873,rustc_const_eval,gold,1.0,1,A,A,0,0,0
873,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
874,rustc_mir_transform,gold,1.0,0,A,A,1,0,0
875,rustc_mir_transform,gold,1.0,0,A,A,1,1,0
876,rustc_middle,gold,1.0,1,A,A,0,1,0
876,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
877,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
878,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
879,rustc_mir_transform,gold,1.0,0,A,A,1,0,0
880,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
881,rustc_mir_transform,gold,1.0,1,A,A,1,1,0
882,rustc_mir_transform,gold,1.0,1,A,A,1,0,0
886,rustc_middle,gold,0.6666666666666666,0,A,A,0,0,0
887,rustc_middle,gold,0.6666666666666666,0,A,A,0,0,0
888,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
889,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
890,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
891,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
893,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
894,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
895,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
896,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
899,rustc_const_eval,gold,1.0,1,A,A,0,0,0
900,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
901,rustc_const_eval,gold,1.0,1,A,A,0,0,0
901,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
902,rustc_const_eval,gold,1.0,1,A,A,0,0,0
902,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
903,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
904,rustc_driver_impl,gold,1.0,1,A,A,1,0,0
905,rustc_driver_impl,gold,1.0,1,A,A,0,0,0
907,rustc_driver_impl,gold,1.0,1,A,A,1,0,1
908,rustc_driver_impl,gold,1.0,1,A,A,1,0,0
909,rustc_driver_impl,gold,1.0,1,A,A,1,0,0
910,rustc_interface,gold,1.0,1,A,A,0,1,0
912,rustc_interface,gold,1.0,1,A,A,1,1,0
913,rustc_interface,gold,1.0,1,A,A,1,1,0
914,rustc_interface,gold,1.0,1,A,A,1,0,0
916,rustc_driver_impl,gold,0.3333333333333333,0,A,A,1,1,0
920,rustc_errors,gold,1.0,0,A,A,0,0,0
921,rustc_errors,gold,1.0,0,A,A,0,0,0
922,rustc_errors,gold,1.0,0,A,A,0,0,0
923,rustc_error_codes,gold,1.0,1,A,A,0,0,0
925,rustc_lint,gold,1.0,0,A,A,0,0,0
926,rustc_errors,gold,1.0,0,A,A,0,0,0
927,rustc_errors,gold,1.0,0,A,A,0,0,0
930,rustc_error_messages,gold,1.0,0,A,A,0,0,0
932,rustc_error_messages,gold,0.3333333333333333,0,A,A,0,0,0
933,rustc_errors,gold,1.0,0,A,A,0,0,0
934,rustc_errors,gold,0.6666666666666666,0,A,A,0,0,0
936,rustc_driver_impl,gold,1.0,0,A,A,0,0,0
941,rustc_lint,gold,1.0,0,A,A,0,0,0
944,rustc_borrowck,gold,1.0,1,A,A,0,0,0
945,rustc_borrowck,gold,1.0,1,A,A,0,0,0
946,rustc_lint,gold,0.3333333333333333,0,A,A,0,0,0
948,rustc_lint_defs,gold,1.0,0,A,A,0,0,0
949,rustc_lint_defs,gold,1.0,0,A,A,0,0,0
950,rustc_lint,gold,1.0,0,A,A,0,0,0
957,rustc_error_codes,gold,0.6666666666666666,0,A,A,0,0,0
961,rustc_errors,gold,1.0,1,A,A,1,1,0
962,rustc_errors,gold,1.0,0,A,A,1,0,0
978,rustc_lint,gold,0.3333333333333333,0,A,A,0,0,0
980,rustc_lint,gold,0.3333333333333333,0,A,A,0,0,0
982,rustc_lint,gold,0.3333333333333333,0,A,A,1,0,0
989,rustc_errors,gold,1.0,0,A,A,1,0,0
990,rustc_errors,gold,1.0,1,A,A,0,1,0
992,rustc_errors,gold,1.0,0,A,A,0,0,0
993,rustc_errors,gold,1.0,0,A,A,1,0,0
994,rustc_borrowck,gold,1.0,1,A,A,0,0,0
995,rustc_errors,gold,1.0,0,A,A,1,0,0
996,rustc_errors,gold,1.0,0,A,A,1,0,0
997,rustc_lint_defs,gold,0.6666666666666666,1,A,A,0,0,0
998,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
999,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1000,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1002,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1008,rustc_errors,gold,0.6666666666666666,0,A,A,0,0,0
1010,rustc_errors,gold,1.0,0,A,A,0,0,0
1013,rustc_errors,gold,1.0,0,A,A,0,0,0
1015,rustc_span,gold,1.0,1,A,A,1,1,0
1017,rustc_span,gold,1.0,1,A,A,1,1,0
1018,rustc_errors,gold,1.0,1,A,A,0,1,0
1019,rustc_errors,gold,1.0,1,A,A,1,0,0
1021,rustc_errors,gold,1.0,1,A,A,1,0,0
1023,rustc_errors,gold,1.0,1,A,A,1,1,0
1024,rustc_errors,gold,1.0,1,A,A,1,0,0
1025,rustc_errors,gold,1.0,1,A,A,0,0,0
1026,rustc_errors,gold,1.0,1,A,A,0,0,0
1027,rustc_errors,gold,1.0,1,A,A,1,1,0
1029,rustc_errors,gold,1.0,1,A,A,1,1,0
1030,rustc_errors,gold,1.0,1,A,A,1,1,0
1032,rustc_errors,gold,1.0,1,A,A,1,1,0
1033,rustc_errors,gold,1.0,1,A,A,0,0,0
1035,rustc_errors,gold,1.0,1,A,A,1,1,0
1036,rustc_errors,gold,1.0,1,A,A,0,0,0
1037,rustc_errors,gold,1.0,1,A,A,0,0,0
1038,rustc_errors,gold,1.0,1,A,A,1,1,0
1053,rustc_lint,gold,1.0,1,A,A,0,0,0
1054,rustc_lint,gold,1.0,1,A,A,0,0,0
1055,rustc_lint,gold,1.0,1,A,A,0,0,0
1057,rustc_lint,gold,1.0,1,A,A,0,0,0
1058,rustc_lint,gold,1.0,1,A,A,0,0,0
1059,rustc_lint,gold,1.0,1,A,A,0,0,0
1060,rustc_lint,gold,1.0,1,A,A,0,0,0
1061,rustc_lint,gold,1.0,1,A,A,0,0,0
1062,rustc_mir_transform,gold,1.0,0,A,A,0,0,0
1065,rustc_lint,gold,1.0,0,A,A,0,0,0
1066,rustc_borrowck,gold,1.0,1,A,A,0,0,0
1067,rustc_lint,gold,1.0,1,A,A,0,0,0
1068,rustc_lint,gold,0.6666666666666666,1,A,A,0,0,0
1070,rustc_lint,gold,1.0,1,A,A,1,0,0
1071,rustc_lint,gold,1.0,1,A,A,0,0,0
1072,rustc_lint,gold,1.0,1,A,A,0,0,0
1074,rustc_lint,gold,1.0,1,A,A,0,1,0
1075,rustc_lint_defs,gold,1.0,1,A,A,0,1,0
1076,rustc_lint,gold,1.0,1,A,A,0,1,0
1077,rustc_lint,gold,1.0,1,A,A,0,0,0
1078,rustc_lint,gold,1.0,1,A,A,1,0,0
1079,rustc_lint,gold,1.0,1,A,A,0,0,0
1080,rustc_lint,gold,1.0,1,A,A,0,0,0
1081,rustc_lint_defs,gold,1.0,0,A,A,1,1,0
1082,rustc_lint_defs,gold,1.0,0,A,A,0,0,0
1083,rustc_lint,gold,1.0,1,A,A,0,0,0
1084,rustc_lint,gold,0.6666666666666666,0,A,A,0,0,0
1086,rustc_lint_defs,gold,1.0,1,A,A,1,0,0
1089,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1090,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1097,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1099,rustc_lint_defs,gold,1.0,1,A,A,0,0,0
1100,rustc_lint,gold,1.0,1,A,A,1,0,0
1101,rustc_lint_defs,gold,1.0,0,A,A,1,0,0
1102,rustc_lint,gold,1.0,0,A,A,0,0,0
1103,rustc_lint,gold,1.0,1,A,A,0,1,0
1104,rustc_lint,gold,1.0,1,A,A,0,0,0
1105,rustc_lint,gold,1.0,1,A,A,0,1,0
1106,rustc_lint,gold,1.0,1,A,A,1,0,0
1107,rustc_lint,gold,1.0,1,A,A,0,0,0
1108,rustc_lint,gold,1.0,1,A,A,0,0,0
1109,rustc_lint,gold,1.0,1,A,A,1,0,0
1110,rustc_lint_defs,gold,0.6666666666666666,0,A,A,1,0,0
1113,rustc_lint,gold,1.0,0,A,A,0,0,0
1114,rustc_lint,gold,1.0,0,A,A,0,0,0
1115,rustc_session,gold,1.0,1,A,A,1,1,0
1116,rustc_lint,gold,1.0,1,A,A,0,0,0
1118,rustc_ast,gold,1.0,1,A,A,0,1,0
1119,rustc_ast,gold,1.0,1,A,A,0,0,0
1120,rustc_ast,gold,1.0,1,A,A,0,1,0
1120,rustc_session,gold,1.0,1,A,A,1,0,0
1121,rustc_session,gold,1.0,1,A,A,0,0,0
1122,rustc_errors,gold,1.0,1,A,A,0,0,0
1123,rustc_errors,gold,1.0,0,A,A,0,0,0
1124,rustc_errors,gold,1.0,1,A,A,0,0,0
1125,rustc_errors,gold,1.0,1,A,A,0,1,0
1126,rustc_errors,gold,1.0,1,A,A,1,1,0
1127,rustc_errors,gold,0.6666666666666666,1,A,A,1,1,0
1128,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1131,rustc_trait_selection,gold,1.0,1,A,A,1,0,0
1134,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1135,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1136,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1143,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1144,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1145,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1146,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1147,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1148,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1149,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1150,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1151,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1152,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1158,rustc_middle,gold,1.0,1,A,A,0,0,0
1159,rustc_middle,gold,1.0,1,A,A,1,0,0
1160,rustc_middle,gold,1.0,1,A,A,0,0,0
1164,rustc_hir,gold,1.0,1,A,A,0,0,0
1165,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
1165,rustc_hir,gold,1.0,1,A,A,0,0,0
1166,rustc_hir,gold,1.0,1,A,A,0,0,0
1167,rustc_middle,gold,1.0,1,A,A,0,0,0
1168,rustc_hir,gold,1.0,1,A,A,0,1,0
1168,rustc_middle,gold,1.0,1,A,A,0,0,0
1169,rustc_hir,gold,1.0,1,A,A,0,0,0
1170,rustc_hir,gold,1.0,1,A,A,0,0,0
1171,rustc_hir,gold,1.0,1,A,A,0,0,0
1174,rustc_hir,gold,1.0,1,A,A,0,0,0
1177,rustc_ast_lowering,gold,1.0,1,A,A,0,0,0
1178,rustc_hir_typeck,gold,1.0,1,A,A,0,0,0
1179,rustc_hir_typeck,gold,0.6666666666666666,1,A,A,0,0,0
1179,rustc_infer,gold,1.0,1,A,A,0,0,0
1180,rustc_hir_typeck,gold,1.0,1,A,A,0,0,0
1181,rustc_hir_analysis,gold,1.0,1,A,A,1,1,0
1182,rustc_hir_analysis,gold,1.0,1,A,A,1,0,0
1183,rustc_hir_analysis,gold,1.0,1,A,A,0,0,0
1194,rustc_monomorphize,gold,1.0,1,A,A,0,0,0
1195,rustc_hir,gold,1.0,1,A,A,0,1,0
1196,rustc_middle,gold,1.0,1,A,A,0,0,0
1197,rustc_middle,gold,1.0,1,A,A,0,1,0
1198,rustc_middle,gold,1.0,1,A,A,0,0,0
1199,rustc_middle,gold,1.0,1,A,A,0,0,0
1201,rustc_middle,gold,1.0,1,A,A,1,0,0
1202,rustc_middle,gold,1.0,1,A,A,0,0,0
1203,rustc_middle,gold,1.0,1,A,A,0,0,0
1204,rustc_middle,gold,1.0,1,A,A,0,0,0
1205,rustc_middle,gold,1.0,1,A,A,0,1,0
1206,rustc_middle,gold,1.0,1,A,A,0,0,0
1207,rustc_middle,gold,1.0,1,A,A,0,0,0
1208,rustc_middle,gold,1.0,1,A,A,0,0,0
1209,rustc_middle,gold,1.0,1,A,A,0,0,0
1210,rustc_middle,gold,1.0,1,A,A,1,1,0
1214,rustc_infer,gold,1.0,1,A,A,0,0,0
1215,rustc_infer,gold,1.0,1,A,A,0,0,0
1217,rustc_infer,gold,1.0,1,A,A,0,0,0
1219,rustc_borrowck,gold,1.0,0,A,A,0,0,0
1219,rustc_hir_typeck,gold,1.0,1,A,A,0,0,0
1222,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1223,rustc_hir_typeck,gold,1.0,1,A,A,0,0,0
1224,rustc_hir_typeck,gold,1.0,1,A,A,1,0,0
1224,rustc_trait_selection,gold,1.0,1,A,A,1,0,0
1225,rustc_middle,gold,1.0,1,A,A,0,0,0
1227,rustc_hir_typeck,gold,0.6666666666666666,0,A,A,0,0,0
1227,rustc_lint,gold,1.0,0,A,A,0,0,0
1227,rustc_monomorphize,gold,1.0,0,A,A,0,0,0
1229,rustc_infer,gold,1.0,0,A,A,0,0,0
1230,rustc_infer,gold,1.0,1,A,A,0,0,0
1231,rustc_infer,gold,1.0,0,A,A,1,0,0
1231,rustc_next_trait_solver,gold,0.6666666666666666,0,A,A,1,0,0
1232,rustc_infer,gold,1.0,1,A,A,0,0,0
1233,rustc_middle,gold,1.0,1,A,A,0,0,0
1234,rustc_middle,gold,1.0,1,A,A,0,0,0
1236,rustc_middle,gold,1.0,1,A,A,0,0,0
1243,rustc_type_ir,gold,1.0,0,A,A,0,0,0
1244,rustc_type_ir,gold,1.0,0,A,A,0,1,0
1245,rustc_type_ir,gold,1.0,0,A,A,0,1,0
1246,rustc_type_ir,gold,1.0,0,A,A,0,1,0
1247,rustc_type_ir,gold,1.0,0,A,A,0,1,0
1248,rustc_middle,gold,1.0,1,A,A,0,0,0
1249,rustc_middle,gold,1.0,1,A,A,0,0,0
1250,rustc_middle,gold,1.0,1,A,A,0,0,0
1251,rustc_middle,gold,1.0,1,A,A,0,0,0
1253,rustc_middle,gold,1.0,0,A,A,1,0,0
1254,rustc_middle,gold,1.0,0,A,A,0,0,0
1256,rustc_middle,gold,1.0,1,A,A,0,0,0
1258,rustc_middle,gold,1.0,1,A,A,0,0,0
1259,rustc_middle,gold,1.0,1,A,A,0,0,0
1260,rustc_middle,gold,1.0,1,A,A,0,0,0
1261,rustc_middle,gold,1.0,1,A,A,0,0,0
1262,rustc_middle,gold,1.0,1,A,A,0,0,0
1265,rustc_errors,gold,1.0,1,A,A,1,1,0
1266,rustc_errors,gold,1.0,1,A,A,0,0,0
1267,rustc_middle,gold,1.0,1,A,A,0,1,0
1268,rustc_middle,gold,1.0,1,A,A,1,1,0
1269,rustc_middle,gold,1.0,1,A,A,0,0,0
1270,rustc_middle,gold,1.0,1,A,A,0,1,0
1280,rustc_infer,gold,1.0,1,A,A,0,0,0
1281,rustc_infer,gold,1.0,1,A,A,0,0,0
1286,rustc_infer,gold,1.0,1,A,A,1,0,0
1287,rustc_infer,gold,1.0,1,A,A,0,0,0
1289,rustc_infer,gold,1.0,1,A,A,0,0,0
1292,rustc_infer,gold,1.0,1,A,A,0,0,0
1293,rustc_infer,gold,1.0,1,A,A,0,0,0
1294,rustc_infer,gold,1.0,1,A,A,0,0,0
1295,rustc_infer,gold,1.0,1,A,A,0,0,0
1296,rustc_infer,gold,1.0,1,A,A,0,0,0
1297,rustc_infer,gold,1.0,1,A,A,0,0,0
1298,rustc_infer,gold,1.0,1,A,A,0,0,0
1299,rustc_infer,gold,1.0,1,A,A,0,0,0
1300,rustc_infer,gold,1.0,1,A,A,0,0,0
1301,rustc_infer,gold,1.0,1,A,A,1,0,0
1302,rustc_infer,gold,0.6666666666666666,1,A,A,0,0,0
1303,rustc_infer,gold,1.0,1,A,A,0,0,0
1304,rustc_infer,gold,1.0,1,A,A,0,0,0
1305,rustc_infer,gold,1.0,1,A,A,1,0,0
1306,rustc_infer,gold,1.0,1,A,A,1,0,0
1308,rustc_infer,gold,1.0,1,A,A,0,0,0
1311,rustc_infer,gold,1.0,1,A,A,0,0,0
1312,rustc_infer,gold,1.0,1,A,A,0,0,0
1313,rustc_infer,gold,1.0,1,A,A,0,0,0
1314,rustc_infer,gold,1.0,1,A,A,0,0,0
1315,rustc_infer,gold,1.0,1,A,A,0,0,0
1316,rustc_infer,gold,1.0,1,A,A,0,0,0
1317,rustc_infer,gold,1.0,1,A,A,0,0,0
1319,rustc_infer,gold,1.0,1,A,A,1,0,0
1320,rustc_infer,gold,1.0,1,A,A,0,0,0
1321,rustc_infer,gold,1.0,1,A,A,1,0,0
1322,rustc_infer,gold,1.0,1,A,A,0,0,0
1323,rustc_infer,gold,1.0,1,A,A,1,0,0
1325,rustc_infer,gold,1.0,1,A,A,0,0,0
1326,rustc_infer,gold,1.0,1,A,A,0,0,0
1329,rustc_infer,gold,1.0,1,A,A,0,0,0
1330,rustc_infer,gold,1.0,1,A,A,0,0,0
1331,rustc_infer,gold,1.0,1,A,A,0,0,0
1332,rustc_infer,gold,1.0,1,A,A,1,0,0
1333,rustc_infer,gold,1.0,1,A,A,0,0,0
1334,rustc_infer,gold,1.0,1,A,A,0,0,0
1335,rustc_infer,gold,1.0,1,A,A,0,0,0
1336,rustc_infer,gold,1.0,1,A,A,1,1,0
1337,rustc_infer,gold,1.0,1,A,A,0,0,0
1338,rustc_infer,gold,1.0,1,A,A,1,1,0
1339,rustc_infer,gold,1.0,1,A,A,0,0,0
1340,rustc_infer,gold,1.0,1,A,A,0,0,0
1341,rustc_borrowck,gold,1.0,0,A,A,0,0,0
1341,rustc_infer,gold,1.0,1,A,A,0,0,0
1343,rustc_infer,gold,1.0,1,A,A,0,0,0
1343,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1344,rustc_infer,gold,0.3333333333333333,1,A,A,0,0,0
1344,rustc_trait_selection,gold,1.0,1,A,A,0,0,0
1346,rustc_infer,gold,0.3333333333333333,1,A,A,0,1,0
1347,rustc_infer,gold,1.0,1,A,A,0,0,0
1348,rustc_borrowck,gold,1.0,1,A,A,0,0,0
