sentence,component,tier,terra,claude,compview,structural,consistency,verbatim,text
286,kube-apiserver,refers,0,0,0,0,0.33,0,"The important point here is that the controller makes some changes to bring about your desired state, and then reports the current state back to your cluster's API server."
296,kube-controller-manager,gold,1,1,1,0,1.00,0,"For example, a controller for Jobs tracks Job objects (to discover new work) and Pod objects (to run the Jobs, and then to see when the work is finished)."
297,kube-controller-manager,gold,1,1,1,0,1.00,0,"In this case something else creates the Jobs, whereas the Job controller creates Pods."
302,kube-controller-manager,vote_only,0,0,1,0,0.00,0,"For example, you can have Deployments and Jobs; these both create Pods."
303,kube-controller-manager,gold,1,1,1,0,1.00,0,"The Job controller does not delete the Pods that your Deployment created, because there is information (labels) the controllers can use to tell those Pods apart."
304,kube-controller-manager,gold,1,1,1,0,1.00,1,Kubernetes comes with a set of built-in controllers that run inside the kube-controller-manager.
305,kube-controller-manager,gold,1,1,1,0,1.00,0,These built-in controllers provide important core behaviors.
306,kube-controller-manager,gold,1,1,1,0,1.00,0,"The Deployment controller and Job controller are examples of controllers that come as part of Kubernetes itself (""built-in"" controllers)."
307,kube-controller-manager,gold,1,1,1,0,0.67,0,"Kubernetes lets you run a resilient control plane, so that if any of the built-in controllers were to fail, another part of the control plane will take over the work."
318,kube-apiserver,silver,1,0,0,0,1.00,0,Kubernetes uses the Lease API to communicate kubelet node heartbeats to the Kubernetes API server.
318,kubelet,gold,1,1,1,0,1.00,1,Kubernetes uses the Lease API to communicate kubelet node heartbeats to the Kubernetes API server.
319,kubelet,silver,1,0,0,0,1.00,0,"For every Node , there is a Lease object with a matching name in the kube-node-lease namespace."
320,kubelet,gold,1,1,1,0,1.00,1,"Under the hood, every kubelet heartbeat is an update request to this Lease object, updating the spec.renewTime field for the Lease."
321,kube-apiserver,silver,0,1,0,0,0.00,0,The Kubernetes control plane uses the time stamp of this field to determine the availability of this Node.
324,kube-controller-manager,gold,1,1,1,0,1.00,1,"This is used by control plane components like kube-controller-manager and kube-scheduler in HA configurations, where only one instance of the component should be actively running while the other instances are on stand-by."
324,kube-scheduler,gold,1,1,1,0,1.00,1,"This is used by control plane components like kube-controller-manager and kube-scheduler in HA configurations, where only one instance of the component should be actively running while the other instances are on stand-by."
326,kube-controller-manager,gold,1,1,1,0,1.00,1,"When the ControllerManagerReleaseLeaderElectionLockOnExit feature gate is enabled, the kube-controller-manager actively releases its leader election lock during leader transitions, rather than waiting for the lock's TTL to expire."
327,kube-controller-manager,gold,1,1,1,0,1.00,0,"This allows a new leader to be elected more quickly, reducing leader transition latency."
328,kube-apiserver,gold,1,1,1,0,1.00,1,"Starting in Kubernetes v1.26, each kube-apiserver uses the Lease API to publish its identity to the rest of the system."
329,kube-apiserver,gold,1,1,1,0,1.00,1,"While not particularly useful on its own, this provides a mechanism for clients to discover how many instances of kube-apiserver are operating the Kubernetes control plane."
330,kube-apiserver,gold,1,1,1,0,1.00,1,Existence of kube-apiserver leases enables future capabilities that may require coordination between each kube-apiserver.
331,kube-apiserver,gold_plus_only,0,1,1,0,0.00,1,You can inspect Leases owned by each kube-apiserver by checking for lease objects in the kube-system namespace with the name apiserver-.
332,kube-apiserver,gold_plus_only,0,1,1,0,0.00,1,Alternatively you can use the label selector apiserver.kubernetes.io/identity=kube-apiserver:
333,kube-apiserver,gold,1,1,1,0,1.00,0,The SHA256 hash used in the lease name is based on the OS hostname as seen by that API server.
334,kube-apiserver,gold,1,1,1,0,1.00,1,Each kube-apiserver should be configured to use a hostname that is unique within the cluster.
335,kube-apiserver,gold,1,1,1,0,1.00,1,"New instances of kube-apiserver that use the same hostname will take over existing Leases using a new holder identity, as opposed to instantiating new Lease objects."
336,kube-apiserver,gold,1,1,1,0,1.00,1,You can check the hostname used by kube-apiserver by checking the value of the kubernetes.io/hostname label:
337,kube-apiserver,gold,1,1,1,0,1.00,1,Expired leases from kube-apiservers that no longer exist are garbage collected by new kube-apiservers after 1 hour.
338,kube-apiserver,gold,1,1,1,0,1.00,0,You can disable API server identity leases by disabling the APIServerIdentity feature gate.
348,cloud-controller-manager,gold,1,1,1,0,1.00,1,The cloud-controller-manager is structured using a plugin mechanism that allows different cloud providers to integrate their platforms with Kubernetes.
349,cloud-controller-manager,gold,1,1,1,0,1.00,0,"The cloud controller manager runs in the control plane as a replicated set of processes (usually, these are containers in Pods)."
350,cloud-controller-manager,gold,1,1,1,0,1.00,1,Each cloud-controller-manager implements multiple controllers in a single process.
351,cloud-controller-manager,gold_plus_only,1,0,1,0,1.00,0,You can also run the cloud controller manager as a Kubernetes addon rather than as part of the control plane.
352,cloud-controller-manager,gold,1,1,1,0,1.00,0,The controllers inside the cloud controller manager include:
353,cloud-controller-manager,gold,1,1,1,0,1.00,0,The node controller is responsible for updating Node objects when new servers are created in your cloud infrastructure.
354,cloud-controller-manager,gold,1,1,1,0,1.00,0,The node controller obtains information about the hosts running inside your tenancy with the cloud provider.
355,cloud-controller-manager,gold,1,1,1,0,1.00,0,The node controller performs the following functions:
356,cloud-controller-manager,gold,1,1,1,0,1.00,0,Update a Node object with the corresponding server's unique identifier obtained from the cloud provider API.
357,cloud-controller-manager,gold,1,1,1,0,1.00,0,"Annotating and labelling the Node object with cloud-specific information, such as the region the node is deployed into and the resources (CPU, memory, etc) that it has available."
358,cloud-controller-manager,gold,1,1,1,0,1.00,0,Obtain the node's hostname and network addresses.
359,cloud-controller-manager,gold,1,1,1,0,1.00,0,Verifying the node's health.
360,cloud-controller-manager,gold,1,1,1,0,1.00,0,"In case a node becomes unresponsive, this controller checks with your cloud provider's API to see if the server has been deactivated / deleted / terminated."
361,cloud-controller-manager,gold,1,1,1,0,1.00,0,"If the node has been deleted from the cloud, the controller deletes the Node object from your Kubernetes cluster."
362,cloud-controller-manager,gold,1,1,1,0,1.00,0,Some cloud provider implementations split this into a node controller and a separate node lifecycle controller.
363,cloud-controller-manager,gold,1,1,1,0,1.00,0,The route controller is responsible for configuring routes in the cloud appropriately so that containers on different nodes in your Kubernetes cluster can communicate with each other.
364,cloud-controller-manager,gold,1,1,1,0,1.00,0,"Depending on the cloud provider, the route controller might also allocate blocks of IP addresses for the Pod network."
365,cloud-controller-manager,gold,1,1,1,0,1.00,0,"Services integrate with cloud infrastructure components such as managed load balancers, IP addresses, network packet filtering, and target health checking."
366,cloud-controller-manager,gold,1,1,1,0,1.00,0,The service controller interacts with your cloud provider's APIs to set up load balancers and other infrastructure components when you declare a Service resource that requires them.
367,cloud-controller-manager,gold,1,1,1,0,1.00,0,"This section breaks down the access that the cloud controller manager requires on various API objects, in order to perform its operations."
368,cloud-controller-manager,gold,1,1,1,0,1.00,0,The Node controller only works with Node objects.
369,cloud-controller-manager,gold,1,1,1,0,1.00,0,It requires full access to read and modify Node objects.
370,cloud-controller-manager,gold,1,1,1,0,1.00,0,The route controller listens to Node object creation and configures routes appropriately.
371,cloud-controller-manager,gold,1,1,1,0,1.00,0,It requires Get access to Node objects.
372,cloud-controller-manager,gold,1,1,1,0,1.00,0,"The service controller watches for Service object create, update and delete events and then configures load balancers for those Services appropriately."
373,cloud-controller-manager,gold,1,1,1,0,1.00,0,"To access Services, it requires list, and watch access."
374,cloud-controller-manager,gold,1,1,1,0,1.00,0,"To update Services, it requires patch and update access to the status subresource."
375,cloud-controller-manager,gold,1,1,1,0,1.00,0,"The implementation of the core of the cloud controller manager requires access to create Event objects, and to ensure secure operation, it requires access to create ServiceAccounts."
376,cloud-controller-manager,gold,1,1,1,0,0.67,0,The RBAC ClusterRole for the cloud controller manager looks like:
377,cloud-controller-manager,refers,0,0,0,0,0.00,0,Cloud Controller Manager Administration has instructions on running and managing the cloud controller manager.
378,cloud-controller-manager,refers,0,0,0,0,0.00,0,"To upgrade a HA control plane to use the cloud controller manager, see Migrate Replicated Control Plane To Use Cloud Controller Manager."
379,cloud-controller-manager,refers,0,0,0,0,0.00,0,"Want to know how to implement your own cloud controller manager, or extend an existing project?"
380,cloud-controller-manager,gold,1,1,1,0,1.00,0,"The cloud controller manager uses Go interfaces, specifically, CloudProvider interface defined in cloud.go from kubernetes/cloud-provider to allow implementations from any cloud to be plugged in."
381,cloud-controller-manager,gold,1,1,1,0,1.00,0,"The implementation of the shared controllers highlighted in this document (Node, Route, and Service), and some scaffolding along with the shared cloudprovider interface, is part of the Kubernetes core."
382,cloud-controller-manager,gold,1,1,1,0,1.00,0,Implementations specific to cloud providers are outside the core of Kubernetes and implement the CloudProvider interface.
383,cloud-controller-manager,refers,0,0,0,0,0.00,0,"For more information about developing plugins, see Developing Cloud Controller Manager."
385,container-runtime,gold,1,1,1,0,1.00,1,The kubelet and the underlying container runtime need to interface with cgroups to enforce resource management for pods and containers which includes cpu/memory requests and limits for containerized workloads.
385,kubelet,gold,1,1,1,0,1.00,1,The kubelet and the underlying container runtime need to interface with cgroups to enforce resource management for pods and containers which includes cpu/memory requests and limits for containerized workloads.
396,kubelet,silver,0,1,0,0,0.33,0,"For example, the MemoryQoS feature improves memory QoS and relies on cgroup v2 primitives."
402,container-runtime,gold,1,1,1,0,1.00,1,Container runtime supports cgroup v2.
403,container-runtime,gold,1,1,1,0,1.00,0,containerd v1.4 and later
404,container-runtime,gold,1,1,1,0,1.00,0,cri-o v1.20 and later
405,container-runtime,gold,1,1,1,0,1.00,1,The kubelet and the container runtime are configured to use the systemd cgroup driver
405,kubelet,gold,1,1,1,0,1.00,1,The kubelet and the container runtime are configured to use the systemd cgroup driver
418,kubelet,gold,1,1,1,0,1.00,1,The kubelet automatically detects that the OS is running on cgroup v2 and performs accordingly with no additional configuration required.
423,container-resource-monitoring,gold,1,1,0,0,0.67,0,"If you run cAdvisor as a stand-alone DaemonSet for monitoring pods and containers, update it to v0.43.0 or later."
440,kubelet,gold,1,1,1,0,1.00,1,Kubelet will no longer start on a cgroup v1 node by default.
441,kubelet,gold,1,1,1,0,1.00,1,To disable this setting a cluster admin should set failCgroupV1 to false in the kubelet configuration file.
443,container-runtime,refers,0,0,0,0,0.00,1,Learn more about container runtime
446,kube-controller-manager,silver,1,0,0,0,1.00,0,Objects without owner references
447,kubelet,gold,1,1,0,0,1.00,0,Unused containers and container images
448,kube-controller-manager,gold,1,1,0,0,1.00,0,Dynamically provisioned PersistentVolumes with a StorageClass reclaim policy of Delete
449,kube-controller-manager,gold,1,1,0,0,1.00,0,Stale or expired CertificateSigningRequests (CSRs)
450,cloud-controller-manager,gold,1,1,0,0,1.00,0,Nodes deleted in the following scenarios:
450,kube-controller-manager,silver,0,1,0,0,0.33,0,Nodes deleted in the following scenarios:
451,cloud-controller-manager,silver,0,1,0,0,0.00,0,On a cloud when the cluster uses a cloud controller manager
452,cloud-controller-manager,refers,0,0,0,0,0.00,0,On-premises when the cluster uses an addon similar to a cloud controller manager
453,kubelet,refers,0,0,0,0,0.00,0,Node Lease objects
456,kube-controller-manager,silver,1,0,0,0,0.67,0,"Kubernetes uses owner references to give the control plane, and other API clients, the opportunity to clean up related resources before deleting an object."
459,kube-controller-manager,silver,1,0,0,0,0.67,0,"For example, consider a Service that creates EndpointSlice objects."
460,kube-controller-manager,silver,1,0,0,0,0.67,0,The Service uses *labels* to allow the control plane to determine which EndpointSlice objects are used for that Service.
461,kube-controller-manager,silver,1,0,0,0,0.67,0,"In addition to the labels, each EndpointSlice that is managed on behalf of a Service has an owner reference."
463,kube-controller-manager,silver,1,0,0,0,0.67,0,Cross-namespace owner references are disallowed by design.
464,kube-controller-manager,silver,1,0,0,0,0.67,0,Namespaced dependents can specify cluster-scoped or namespaced owners.
465,kube-controller-manager,silver,1,0,0,0,0.67,0,A namespaced owner must exist in the same namespace as the dependent.
466,kube-controller-manager,silver,1,0,0,0,1.00,0,"If it does not, the owner reference is treated as absent, and the dependent is subject to deletion once all owners are verified absent."
467,kube-controller-manager,silver,1,0,0,0,1.00,0,Cluster-scoped dependents can only specify cluster-scoped owners.
468,kube-controller-manager,silver,1,0,0,0,1.00,0,"In v1.20+, if a cluster-scoped dependent specifies a namespaced kind as an owner, it is treated as having an unresolvable owner reference, and is not able to be garbage collected."
469,kube-controller-manager,gold,1,1,0,0,1.00,0,"In v1.20+, if the garbage collector detects an invalid cross-namespace ownerReference, or a cluster-scoped dependent with an ownerReference referencing a namespaced kind, a warning Event with a reason of OwnerRefInvalidNamespace and an involvedObject of the invalid dependent is reported."
471,kube-controller-manager,silver,1,0,0,0,1.00,0,"Kubernetes checks for and deletes objects that no longer have owner references, like the pods left behind when you delete a ReplicaSet."
472,kube-controller-manager,silver,1,0,0,0,1.00,0,"When you delete an object, you can control whether Kubernetes deletes the object's dependents automatically, in a process called *cascading deletion*."
473,kube-controller-manager,silver,1,0,0,0,1.00,0,"There are two types of cascading deletion, as follows:"
474,kube-controller-manager,silver,1,0,0,0,1.00,0,Foreground cascading deletion
475,kube-controller-manager,silver,1,0,0,0,1.00,0,Background cascading deletion
476,kube-controller-manager,silver,1,0,0,0,1.00,0,You can also control how and when garbage collection deletes resources that have owner references using Kubernetes finalizers.
477,kube-controller-manager,silver,1,0,0,0,1.00,0,"In foreground cascading deletion, the owner object you're deleting first enters a *deletion in progress* state."
478,kube-controller-manager,silver,1,0,0,0,1.00,0,"In this state, the following happens to the owner object:"
479,kube-apiserver,gold,1,1,1,0,1.00,0,The Kubernetes API server sets the object's metadata.deletionTimestamp field to the time the object was marked for deletion.
480,kube-apiserver,gold,1,1,1,0,1.00,0,The Kubernetes API server also sets the metadata.finalizers field to foregroundDeletion.
481,kube-apiserver,gold,1,1,1,0,0.67,0,The object remains visible through the Kubernetes API until the deletion process is complete.
482,kube-controller-manager,gold,1,1,0,0,1.00,0,"After the owner object enters the *deletion in progress* state, the controller deletes dependents it knows about."
483,kube-controller-manager,gold,1,1,0,0,1.00,0,"After deleting all the dependent objects it knows about, the controller deletes the owner object."
484,kube-apiserver,gold,1,1,0,0,0.67,0,"At this point, the object is no longer visible in the Kubernetes API."
484,kube-controller-manager,silver,1,0,0,0,0.67,0,"At this point, the object is no longer visible in the Kubernetes API."
485,kube-controller-manager,gold,1,1,0,0,1.00,0,"During foreground cascading deletion, the only dependents that block owner deletion are those that have the ownerReference.blockOwnerDeletion=true field and are in the garbage collection controller cache."
486,kube-controller-manager,gold,1,1,0,0,1.00,0,"The garbage collection controller cache may not contain objects whose resource type cannot be listed / watched successfully, or objects that are created concurrent with deletion of an owner object."
488,kube-apiserver,gold,1,1,1,0,1.00,0,"In background cascading deletion, the Kubernetes API server deletes the owner object immediately and the garbage collector controller (custom or default) cleans up the dependent objects in the background."
488,kube-controller-manager,gold,1,1,0,0,1.00,0,"In background cascading deletion, the Kubernetes API server deletes the owner object immediately and the garbage collector controller (custom or default) cleans up the dependent objects in the background."
489,kube-apiserver,silver,1,0,0,0,0.67,0,"If a finalizer exists, it ensures that objects are not deleted until all necessary clean-up tasks are completed."
490,kube-controller-manager,silver,1,0,0,0,0.67,0,"By default, Kubernetes uses background cascading deletion unless you manually use foreground deletion or choose to orphan the dependent objects."
492,kube-controller-manager,silver,1,0,0,0,1.00,0,"When Kubernetes deletes an owner object, the dependents left behind are called *orphan* objects."
493,kube-controller-manager,silver,1,0,0,0,1.00,0,"By default, Kubernetes deletes dependent objects."
495,kubelet,gold,1,1,1,0,1.00,1,The kubelet performs garbage collection on unused images every five minutes and on unused containers every minute.
496,kubelet,gold,1,1,1,0,1.00,1,"You should avoid using external garbage collection tools, as these can break the kubelet behavior and remove containers that should exist."
497,kubelet,gold,1,1,1,0,1.00,1,"To configure options for unused container and image garbage collection, tune the kubelet using a configuration file and change the parameters related to garbage collection using the KubeletConfiguration resource type."
498,kubelet,gold,1,1,1,0,1.00,1,"Kubernetes manages the lifecycle of all images through its *image manager*, which is part of the kubelet, with the cooperation of cadvisor."
499,kubelet,gold,1,1,1,0,1.00,1,The kubelet considers the following disk usage limits when making garbage collection decisions:
500,kubelet,gold,1,1,1,0,1.00,0,"Disk usage above the configured HighThresholdPercent value triggers garbage collection, which deletes images in order based on the last time they were used, starting with the oldest first."
501,kubelet,gold,1,1,1,0,1.00,1,The kubelet deletes images until disk usage reaches the LowThresholdPercent value.
502,kubelet,gold,1,1,1,0,1.00,0,"You can specify the maximum time a local image can be unused for, regardless of disk usage."
503,kubelet,gold,1,1,1,0,1.00,1,This is a kubelet setting that you configure for each node.
504,kubelet,gold,1,1,1,0,1.00,1,"To configure the setting, you need to set a value for the imageMaximumGCAge field in the kubelet configuration file."
505,kubelet,gold,1,1,1,0,1.00,0,The value is specified as a Kubernetes duration.
506,kubelet,silver,0,1,0,0,0.00,0,See duration in the glossary for more details.
507,kubelet,gold,1,1,1,0,1.00,0,"For example, you can set the configuration field to 12h45m, which means 12 hours and 45 minutes."
508,kubelet,gold,1,1,1,0,1.00,1,This feature does not track image usage across kubelet restarts.
509,kubelet,gold,1,1,1,0,1.00,1,"If the kubelet is restarted, the tracked image age is reset, causing the kubelet to wait the full imageMaximumGCAge duration before qualifying images for garbage collection based on image age."
510,kubelet,gold,1,1,1,0,1.00,1,"The kubelet garbage collects unused containers based on the following variables, which you can define:"
511,kubelet,gold,1,1,1,0,1.00,1,MinAge: the minimum age at which the kubelet can garbage collect a container.
512,kubelet,gold,1,1,1,0,1.00,0,Disable by setting to 0.
513,kubelet,gold,1,1,1,0,1.00,0,MaxPerPodContainer: the maximum number of dead containers each Pod can have.
514,kubelet,gold,1,1,1,0,1.00,0,Disable by setting to less than 0.
515,kubelet,gold,1,1,1,0,1.00,0,MaxContainers: the maximum number of dead containers the cluster can have.
516,kubelet,gold,1,1,1,0,1.00,0,Disable by setting to less than 0.
517,kubelet,gold,1,1,1,0,1.00,1,"In addition to these variables, the kubelet garbage collects unidentified and deleted containers, typically starting with the oldest first."
518,kubelet,gold,1,1,1,0,1.00,0,MaxPerPodContainer and MaxContainers may potentially conflict with each other in situations where retaining the maximum number of containers per Pod (MaxPerPodContainer) would go outside the allowable total of global dead containers (MaxContainers).
519,kubelet,gold,1,1,1,0,1.00,1,"In this situation, the kubelet adjusts MaxPerPodContainer to address the conflict."
520,kubelet,gold,1,1,1,0,1.00,0,A worst-case scenario would be to downgrade MaxPerPodContainer to 1 and evict the oldest containers.
521,kubelet,gold,1,1,1,0,1.00,0,"Additionally, containers owned by pods that have been deleted are removed once they are older than MinAge."
522,kubelet,gold,1,1,1,0,1.00,1,The kubelet only garbage collects the containers it manages.
529,kube-controller-manager,silver,1,0,0,0,1.00,0,Learn about the TTL controller that cleans up finished Jobs.
530,kube-apiserver,gold,1,1,1,0,1.00,0,Kubernetes 1.34 includes a beta feature that lets an API Server proxy resource requests to other _peer_ API servers.
531,kube-apiserver,gold,1,1,1,0,1.00,0,It also lets clients get a holistic view of resources served across the entire cluster through discovery.
532,kube-apiserver,gold,1,1,1,0,1.00,0,"This is useful when there are multiple API servers running different versions of Kubernetes in one cluster (for example, during a long-lived rollout to a new release of Kubernetes)."
533,kube-apiserver,gold,1,1,1,0,1.00,0,"This enables cluster administrators to configure highly available clusters that can be upgraded more safely, by :"
534,kube-apiserver,gold,1,1,1,0,1.00,0,ensuring that controllers relying on discovery to show a comprehensive list of resources for important tasks always get the complete view of all resources.
535,kube-apiserver,gold,1,1,1,0,1.00,0,We call this complete cluster-wide discovery _Peer-aggregated discovery_.
536,kube-apiserver,gold,1,1,1,0,1.00,1,directing resource requests (made during the upgrade) to the correct kube-apiserver.
537,kube-apiserver,gold,1,1,1,0,1.00,0,This proxying prevents users from seeing unexpected 404 Not Found errors that stem from the upgrade process.
538,kube-apiserver,gold,1,1,1,0,1.00,0,This mechanism is called the _Mixed Version Proxy_.
539,kube-apiserver,gold,1,1,1,0,1.00,0,Ensure that UnknownVersionInteroperabilityProxy feature gate is enabled when you start the API Server:
540,kube-apiserver,gold,1,1,1,0,1.00,1,The source kube-apiserver reuses the existing APIserver client authentication flags --proxy-client-cert-file and --proxy-client-key-file to present its identity that will be verified by its peer (the destination kube-apiserver).
541,kube-apiserver,gold,1,1,1,0,1.00,0,The destination API server verifies that peer connection based on the configuration you specify using the --requestheader-client-ca-file command line argument.
542,kube-apiserver,gold,1,1,1,0,1.00,0,"To authenticate the destination server's serving certs, you must configure a certificate authority bundle by specifying the --peer-ca-file command line argument to the source API server."
543,kube-apiserver,gold,1,1,1,0,1.00,1,"To set the network location of a kube-apiserver that peers will use to proxy requests, use the --peer-advertise-ip and --peer-advertise-port command line arguments to kube-apiserver or specify these fields in the API server configuration file."
544,kube-apiserver,gold,1,1,1,0,1.00,1,"If these flags are unspecified, peers will use the value from either --advertise-address or --bind-address command line argument to the kube-apiserver."
545,kube-apiserver,gold,1,1,1,0,1.00,0,"If those too, are unset, the host's default interface is used."
546,kube-apiserver,gold,1,1,1,0,1.00,0,"When you enable the feature, discovery requests are automatically enabled to serve a comprehensive discovery document (listing all resources served by any apiserver in the cluster) by default."
547,kube-apiserver,gold,1,1,1,0,1.00,0,"If you would like to request a non peer-aggregated discovery document, you can indicate so by adding the following Accept header to the discovery request:"
548,kube-apiserver,gold,1,1,1,0,1.00,0,Peer-aggregated discovery is only supported for Aggregated Discovery requests to the /apis endpoint and not for Unaggregated (Legacy) Discovery requests.
549,kube-apiserver,gold,1,1,1,0,1.00,0,"When you enable mixed version proxying, the aggregation layer loads a special filter that does the following:"
550,kube-apiserver,gold,1,1,1,0,1.00,0,When a resource request reaches an API server that cannot serve that API (either because it is at a version pre-dating the introduction of the API or the API is turned off on the API server) the API server attempts to send the request to a peer API server that can serve the requested API.
551,kube-apiserver,gold,1,1,1,0,1.00,0,"It does so by identifying API groups / versions / resources that the local server doesn't recognise, and tries to proxy those requests to a peer API server that is capable of handling the request."
552,kube-apiserver,gold,1,1,1,0,1.00,0,"If the peer API server fails to respond, the _source_ API server responds with 503 (""Service Unavailable"") error."
553,kube-apiserver,gold,1,1,1,0,1.00,0,"When an API Server receives a resource request, it first checks which API servers can serve the requested resource."
554,kube-apiserver,gold,1,1,1,0,1.00,0,This check happens using the non peer-aggregated discovery document.
555,kube-apiserver,gold,1,1,1,0,1.00,0,"If the resource is listed in the non peer-aggregated discovery document retrieved from the API server that received the request(for example, GET /api/v1/pods/some-pod), the request is handled locally."
556,kube-apiserver,gold,1,1,1,0,1.00,0,"If the resource in a request (for example, GET /apis/resource.k8s.io/v1beta1/resourceclaims) is not found in the non peer-aggregated discovery document retrieved from the API server trying to handle the request (the _handling API server_), likely because the resource.k8s.io/v1beta1 API was introduced in a newer Kubernetes version and the _handling API server_ is running an older version that does not support it, then the _handling API server_ fetches the peer API servers that do serve the relevant API group / version / resource (resource.k8s.io/v1beta1/resourceclaims in this case) by checking the non peer-aggregated discovery documents from all peer API servers."
557,kube-apiserver,gold,1,1,1,0,1.00,1,The _handling API server_ then proxies the request to one of the matching peer kube-apiservers that are aware of the requested resource.
558,kube-apiserver,gold,1,1,1,0,1.00,0,"If there is no peer known for that API group / version / resource, the handling API server passes the request to its own handler chain which should eventually return a 404 (""Not Found"") response."
559,kube-apiserver,gold,1,1,1,0,1.00,0,"If the handling API server has identified and selected a peer API server, but that peer fails to respond (for reasons such as network connectivity issues, or a data race between the request being received and a controller registering the peer's info into the control plane), then the handling API server responds with a 503 (""Service Unavailable"") error."
561,kube-controller-manager,silver,1,0,0,0,1.00,0,"It automatically replaces failed containers, reschedules workloads when nodes become unavailable, and ensures that the desired state of the system is maintained."
561,kube-scheduler,silver,1,0,0,0,1.00,0,"It automatically replaces failed containers, reschedules workloads when nodes become unavailable, and ensures that the desired state of the system is maintained."
561,kubelet,silver,1,0,0,0,1.00,0,"It automatically replaces failed containers, reschedules workloads when nodes become unavailable, and ensures that the desired state of the system is maintained."
562,kubelet,gold,1,1,0,0,1.00,0,"Container-level restarts: If a container inside a Pod fails, Kubernetes restarts it based on the restartPolicy."
563,kube-controller-manager,gold,1,1,0,0,1.00,0,"Replica replacement: If a Pod in a Deployment or StatefulSet fails, Kubernetes creates a replacement Pod to maintain the specified number of replicas."
564,kube-controller-manager,gold,1,1,0,0,1.00,0,"If a Pod that is part of a DaemonSet fails, the control plane creates a replacement Pod to run on the same node."
565,kube-controller-manager,gold,1,1,0,0,1.00,0,"Persistent storage recovery: If a node is running a Pod with a PersistentVolume (PV) attached, and the node fails, Kubernetes can reattach the volume to a new Pod on a different node."
566,kube-controller-manager,silver,1,0,0,0,1.00,0,"Load balancing for Services: If a Pod behind a Service fails, Kubernetes automatically removes it from the Service's endpoints to route traffic only to healthy Pods."
568,kubelet,gold,1,1,1,0,1.00,1,"kubelet: Ensures that containers are running, and restarts those that fail."
569,kube-controller-manager,gold,1,1,1,0,1.00,0,"Deployment (via ReplicaSet), ReplicaSet, StatefulSet and DaemonSet controllers: Maintain the desired number of Pod replicas."
570,kube-controller-manager,gold,1,1,1,0,1.00,0,PersistentVolume controller: Manages volume attachment and detachment for stateful workloads.
571,kube-controller-manager,silver,0,1,0,0,0.00,0,"Storage Failures: If a persistent volume becomes unavailable, recovery steps may be required."
572,kubelet,silver,0,1,0,0,0.33,0,"Application Errors: Kubernetes can restart containers, but underlying application issues must be addressed separately."
